Time(s)    Height(m)    Speed(m/s)    Mass(kg)
0.1    0    0.38512    548750
0.2    0.038512    0.770863    548500
0.3    0.115598    1.15723    548250
0.4    0.231321    1.54422    548000
0.5    0.385743    1.93183    547750
0.6    0.578925    2.32006    547500
0.7    0.810932    2.70892    547250
0.8    1.08182    3.09841    547000
0.9    1.39166    3.48852    546750
1    1.74052    3.87925    546500
1.1    2.12844    4.27061    546250
1.2    2.5555    4.6626    546000
1.3    3.02176    5.05521    545750
1.4    3.52728    5.44845    545500
1.5    4.07213    5.84232    545250
1.6    4.65636    6.23682    545000
1.7    5.28004    6.63194    544750
1.8    5.94324    7.02769    544500
1.9    6.64601    7.42407    544250
2    7.38841    7.82108    544000
2.1    8.17052    8.21872    543750
2.2    8.99239    8.61699    543500
2.3    9.85409    9.01589    543250
2.4    10.7557    9.41542    543000
2.5    11.6972    9.81558    542750
2.6    12.6788    10.2164    542500
2.7    13.7004    10.6178    542250
2.8    14.7622    11.0199    542000
2.9    15.8642    11.4225    541750
3    17.0064    11.8259    541500
3.1    18.189    12.2298    541250
3.2    19.412    12.6344    541000
3.3    20.6755    13.0396    540750
3.4    21.9794    13.4455    540500
3.5    23.324    13.852    540250
3.6    24.7092    14.2591    540000
3.7    26.1351    14.6669    539750
3.8    27.6018    15.0753    539500
3.9    29.1093    15.4843    539250
4    30.6577    15.894    539000
4.1    32.2471    16.3043    538750
4.2    33.8776    16.7153    538500
4.3    35.5491    17.1269    538250
4.4    37.2618    17.5391    538000
4.5    39.0157    17.9519    537750
4.6    40.8109    18.3655    537500
4.7    42.6474    18.7796    537250
4.8    44.5254    19.1944    537000
4.9    46.4448    19.6098    536750
5    48.4058    20.0259    536500
5.1    50.4084    20.4426    536250
5.2    52.4526    20.8599    536000
5.3    54.5386    21.2779    535750
5.4    56.6664    21.6965    535500
5.5    58.8361    22.1158    535250
5.6    61.0477    22.5357    535000
5.7    63.3012    22.9563    534750
5.8    65.5969    23.3775    534500
5.9    67.9346    23.7993    534250
6    70.3145    24.2218    534000
6.1    72.7367    24.645    533750
6.2    75.2012    25.0687    533500
6.3    77.7081    25.4932    533250
6.4    80.2574    25.9182    533000
6.5    82.8492    26.344    532750
6.6    85.4836    26.7703    532500
6.7    88.1607    27.1973    532250
6.8    90.8804    27.625    532000
6.9    93.6429    28.0533    531750
7    96.4482    28.4823    531500
7.1    99.2965    28.9119    531250
7.2    102.188    29.3421    531000
7.3    105.122    29.773    530750
7.4    108.099    30.2046    530500
7.5    111.12    30.6368    530250
7.6    114.183    31.0696    530000
7.7    117.29    31.5031    529750
7.8    120.441    31.9373    529500
7.9    123.634    32.3721    529250
8    126.871    32.8075    529000
8.1    130.152    33.2436    528750
8.2    133.477    33.6804    528500
8.3    136.845    34.1178    528250
8.4    140.256    34.5559    528000
8.5    143.712    34.9946    527750
8.6    147.211    35.434    527500
8.7    150.755    35.874    527250
8.8    154.342    36.3147    527000
8.9    157.974    36.756    526750
9    161.649    37.198    526500
9.1    165.369    37.6407    526250
9.2    169.133    38.084    526000
9.3    172.942    38.5279    525750
9.4    176.794    38.9726    525500
9.5    180.692    39.4178    525250
9.6    184.633    39.8638    525000
9.7    188.62    40.3104    524750
9.8    192.651    40.7576    524500
9.9    196.727    41.2055    524250
10    200.847    41.6541    524000
10.1    205.013    42.1033    523750
10.2    209.223    42.5532    523500
10.3    213.478    43.0038    523250
10.4    217.779    43.455    523000
10.5    222.124    43.9069    522750
10.6    226.515    44.3594    522500
10.7    230.951    44.8126    522250
10.8    235.432    45.2665    522000
10.9    239.959    45.721    521750
11    244.531    46.1762    521500
11.1    249.148    46.632    521250
11.2    253.812    47.0885    521000
11.3    258.52    47.5457    520750
11.4    263.275    48.0035    520500
11.5    268.075    48.462    520250
11.6    272.922    48.9212    520000
11.7    277.814    49.381    519750
11.8    282.752    49.8416    519500
11.9    287.736    50.3027    519250
12    292.766    50.7646    519000
12.1    297.843    51.2271    518750
12.2    302.965    51.6902    518500
12.3    308.134    52.1541    518250
12.4    313.35    52.6186    518000
12.5    318.612    53.0837    517750
12.6    323.92    53.5496    517500
12.7    329.275    54.0161    517250
12.8    334.677    54.4833    517000
12.9    340.125    54.9511    516750
13    345.62    55.4197    516500
13.1    351.162    55.8889    516250
13.2    356.751    56.3587    516000
13.3    362.387    56.8293    515750
13.4    368.07    57.3005    515500
13.5    373.8    57.7723    515250
13.6    379.577    58.2449    515000
13.7    385.401    58.7181    514750
13.8    391.273    59.192    514500
13.9    397.192    59.6666    514250
14    403.159    60.1419    514000
14.1    409.173    60.6178    513750
14.2    415.235    61.0944    513500
14.3    421.345    61.5717    513250
14.4    427.502    62.0496    513000
14.5    433.707    62.5282    512750
14.6    439.96    63.0075    512500
14.7    446.26    63.4875    512250
14.8    452.609    63.9682    512000
14.9    459.006    64.4495    511750
15    465.451    64.9315    511500
15.1    471.944    65.4142    511250
15.2    478.485    65.8976    511000
15.3    485.075    66.3817    510750
15.4    491.713    66.8664    510500
15.5    498.4    67.3518    510250
15.6    505.135    67.8379    510000
15.7    511.919    68.3247    509750
15.8    518.751    68.8121    509500
15.9    525.633    69.3003    509250
16    532.563    69.7891    509000
16.1    539.542    70.2786    508750
16.2    546.569    70.7688    508500
16.3    553.646    71.2597    508250
16.4    560.772    71.7512    508000
16.5    567.947    72.2434    507750
16.6    575.172    72.7364    507500
16.7    582.445    73.23    507250
16.8    589.768    73.7243    507000
16.9    597.141    74.2193    506750
17    604.563    74.7149    506500
17.1    612.034    75.2113    506250
17.2    619.555    75.7083    506000
17.3    627.126    76.206    505750
17.4    634.747    76.7045    505500
17.5    642.417    77.2036    505250
17.6    650.138    77.7034    505000
17.7    657.908    78.2038    504750
17.8    665.728    78.705    504500
17.9    673.599    79.2069    504250
18    681.519    79.7094    504000
18.1    689.49    80.2127    503750
18.2    697.512    80.7166    503500
18.3    705.583    81.2212    503250
18.4    713.705    81.7265    503000
18.5    721.878    82.2325    502750
18.6    730.101    82.7393    502500
18.7    738.375    83.2467    502250
18.8    746.7    83.7547    502000
18.9    755.075    84.2635    501750
19    763.502    84.773    501500
19.1    771.979    85.2832    501250
19.2    780.507    85.7941    501000
19.3    789.087    86.3056    500750
19.4    797.717    86.8179    500500
19.5    806.399    87.3308    500250
19.6    815.132    87.8445    500000
19.7    823.917    88.3589    499750
19.8    832.753    88.8739    499500
19.9    841.64    89.3897    499250
20    850.579    89.9061    499000
20.1    859.57    90.4233    498750
20.2    868.612    90.9411    498500
20.3    877.706    91.4597    498250
20.4    886.852    91.9789    498000
20.5    896.05    92.4989    497750
20.6    905.3    93.0195    497500
20.7    914.602    93.5409    497250
20.8    923.956    94.063    497000
20.9    933.362    94.5857    496750
21    942.821    95.1092    496500
21.1    952.332    95.6334    496250
21.2    961.895    96.1582    496000
21.3    971.511    96.6838    495750
21.4    981.179    97.2101    495500
21.5    990.9    97.7371    495250
21.6    1000.67    98.2648    495000
21.7    1010.5    98.7932    494750
21.8    1020.38    99.3223    494500
21.9    1030.31    99.8521    494250
22    1040.3    100.383    494000
22.1    1050.34    100.914    493750
22.2    1060.43    101.446    493500
22.3    1070.57    101.978    493250
22.4    1080.77    102.512    493000
22.5    1091.02    103.046    492750
22.6    1101.32    103.581    492500
22.7    1111.68    104.116    492250
22.8    1122.09    104.652    492000
22.9    1132.56    105.189    491750
23    1143.08    105.727    491500
23.1    1153.65    106.265    491250
23.2    1164.28    106.804    491000
23.3    1174.96    107.344    490750
23.4    1185.69    107.885    490500
23.5    1196.48    108.426    490250
23.6    1207.32    108.968    490000
23.7    1218.22    109.51    489750
23.8    1229.17    110.054    489500
23.9    1240.18    110.598    489250
24    1251.24    111.143    489000
24.1    1262.35    111.688    488750
24.2    1273.52    112.234    488500
24.3    1284.74    112.781    488250
24.4    1296.02    113.329    488000
24.5    1307.35    113.877    487750
24.6    1318.74    114.427    487500
24.7    1330.18    114.976    487250
24.8    1341.68    115.527    487000
24.9    1353.24    116.078    486750
25    1364.84    116.63    486500
25.1    1376.51    117.183    486250
25.2    1388.22    117.736    486000
25.3    1400    118.291    485750
25.4    1411.83    118.846    485500
25.5    1423.71    119.401    485250
25.6    1435.65    119.958    485000
25.7    1447.65    120.515    484750
25.8    1459.7    121.072    484500
25.9    1471.81    121.631    484250
26    1483.97    122.19    484000
26.1    1496.19    122.75    483750
26.2    1508.46    123.311    483500
26.3    1520.79    123.872    483250
26.4    1533.18    124.435    483000
26.5    1545.63    124.998    482750
26.6    1558.13    125.561    482500
26.7    1570.68    126.126    482250
26.8    1583.29    126.691    482000
26.9    1595.96    127.257    481750
27    1608.69    127.823    481500
27.1    1621.47    128.39    481250
27.2    1634.31    128.959    481000
27.3    1647.21    129.527    480750
27.4    1660.16    130.097    480500
27.5    1673.17    130.667    480250
27.6    1686.23    131.238    480000
27.7    1699.36    131.81    479750
27.8    1712.54    132.382    479500
27.9    1725.78    132.956    479250
28    1739.07    133.53    479000
28.1    1752.43    134.104    478750
28.2    1765.84    134.68    478500
28.3    1779.3    135.256    478250
28.4    1792.83    135.833    478000
28.5    1806.41    136.411    477750
28.6    1820.05    136.989    477500
28.7    1833.75    137.568    477250
28.8    1847.51    138.148    477000
28.9    1861.33    138.729    476750
29    1875.2    139.31    476500
29.1    1889.13    139.892    476250
29.2    1903.12    140.475    476000
29.3    1917.17    141.059    475750
29.4    1931.27    141.643    475500
29.5    1945.44    142.228    475250
29.6    1959.66    142.814    475000
29.7    1973.94    143.401    474750
29.8    1988.28    143.988    474500
29.9    2002.68    144.576    474250
30    2017.14    145.165    474000
30.1    2031.65    145.755    473750
30.2    2046.23    146.345    473500
30.3    2060.86    146.937    473250
30.4    2075.56    147.528    473000
30.5    2090.31    148.121    472750
30.6    2105.12    148.715    472500
30.7    2119.99    149.309    472250
30.8    2134.92    149.904    472000
30.9    2149.91    150.499    471750
31    2164.96    151.096    471500
31.1    2180.07    151.693    471250
31.2    2195.24    152.291    471000
31.3    2210.47    152.89    470750
31.4    2225.76    153.489    470500
31.5    2241.11    154.09    470250
31.6    2256.52    154.691    470000
31.7    2271.99    155.293    469750
31.8    2287.52    155.895    469500
31.9    2303.11    156.498    469250
32    2318.76    157.103    469000
32.1    2334.47    157.707    468750
32.2    2350.24    158.313    468500
32.3    2366.07    158.919    468250
32.4    2381.96    159.527    468000
32.5    2397.91    160.135    467750
32.6    2413.93    160.743    467500
32.7    2430    161.353    467250
32.8    2446.14    161.963    467000
32.9    2462.33    162.574    466750
33    2478.59    163.186    466500
33.1    2494.91    163.799    466250
33.2    2511.29    164.412    466000
33.3    2527.73    165.026    465750
33.4    2544.23    165.641    465500
33.5    2560.8    166.257    465250
33.6    2577.42    166.873    465000
33.7    2594.11    167.49    464750
33.8    2610.86    168.108    464500
33.9    2627.67    168.727    464250
34    2644.54    169.347    464000
34.1    2661.48    169.967    463750
34.2    2678.47    170.588    463500
34.3    2695.53    171.21    463250
34.4    2712.65    171.833    463000
34.5    2729.84    172.457    462750
34.6    2747.08    173.081    462500
34.7    2764.39    173.706    462250
34.8    2781.76    174.332    462000
34.9    2799.2    174.959    461750
35    2816.69    175.586    461500
35.1    2834.25    176.214    461250
35.2    2851.87    176.843    461000
35.3    2869.56    177.473    460750
35.4    2887.3    178.104    460500
35.5    2905.11    178.735    460250
35.6    2922.99    179.368    460000
35.7    2940.92    180.001    459750
35.8    2958.92    180.634    459500
35.9    2976.99    181.269    459250
36    2995.11    181.904    459000
36.1    3013.3    182.541    458750
36.2    3031.56    183.178    458500
36.3    3049.88    183.815    458250
36.4    3068.26    184.454    458000
36.5    3086.7    185.093    457750
36.6    3105.21    185.734    457500
36.7    3123.79    186.375    457250
36.8    3142.42    187.017    457000
36.9    3161.12    187.659    456750
37    3179.89    188.303    456500
37.1    3198.72    188.947    456250
37.2    3217.62    189.592    456000
37.3    3236.57    190.238    455750
37.4    3255.6    190.885    455500
37.5    3274.69    191.532    455250
37.6    3293.84    192.18    455000
37.7    3313.06    192.83    454750
37.8    3332.34    193.479    454500
37.9    3351.69    194.13    454250
38    3371.1    194.782    454000
38.1    3390.58    195.434    453750
38.2    3410.12    196.087    453500
38.3    3429.73    196.741    453250
38.4    3449.41    197.396    453000
38.5    3469.15    198.052    452750
38.6    3488.95    198.708    452500
38.7    3508.82    199.366    452250
38.8    3528.76    200.024    452000
38.9    3548.76    200.683    451750
39    3568.83    201.343    451500
39.1    3588.96    202.003    451250
39.2    3609.16    202.665    451000
39.3    3629.43    203.327    450750
39.4    3649.76    203.99    450500
39.5    3670.16    204.654    450250
39.6    3690.63    205.319    450000
39.7    3711.16    205.985    449750
39.8    3731.76    206.651    449500
39.9    3752.42    207.318    449250
40    3773.16    207.986    449000
40.1    3793.95    208.655    448750
40.2    3814.82    209.325    448500
40.3    3835.75    209.996    448250
40.4    3856.75    210.667    448000
40.5    3877.82    211.34    447750
40.6    3898.95    212.013    447500
40.7    3920.15    212.687    447250
40.8    3941.42    213.362    447000
40.9    3962.76    214.037    446750
41    3984.16    214.714    446500
41.1    4005.63    215.391    446250
41.2    4027.17    216.07    446000
41.3    4048.78    216.749    445750
41.4    4070.45    217.429    445500
41.5    4092.2    218.109    445250
41.6    4114.01    218.791    445000
41.7    4135.89    219.474    444750
41.8    4157.83    220.157    444500
41.9    4179.85    220.841    444250
42    4201.93    221.526    444000
42.1    4224.09    222.212    443750
42.2    4246.31    222.899    443500
42.3    4268.6    223.587    443250
42.4    4290.96    224.275    443000
42.5    4313.38    224.965    442750
42.6    4335.88    225.655    442500
42.7    4358.45    226.346    442250
42.8    4381.08    227.038    442000
42.9    4403.78    227.731    441750
43    4426.56    228.425    441500
43.1    4449.4    229.119    441250
43.2    4472.31    229.815    441000
43.3    4495.29    230.511    440750
43.4    4518.34    231.208    440500
43.5    4541.47    231.906    440250
43.6    4564.66    232.605    440000
43.7    4587.92    233.305    439750
43.8    4611.25    234.006    439500
43.9    4634.65    234.708    439250
44    4658.12    235.41    439000
44.1    4681.66    236.113    438750
44.2    4705.27    236.818    438500
44.3    4728.95    237.523    438250
44.4    4752.71    238.229    438000
44.5    4776.53    238.936    437750
44.6    4800.42    239.644    437500
44.7    4824.39    240.352    437250
44.8    4848.42    241.062    437000
44.9    4872.53    241.772    436750
45    4896.7    242.484    436500
45.1    4920.95    243.196    436250
45.2    4945.27    243.909    436000
45.3    4969.66    244.623    435750
45.4    4994.13    245.338    435500
45.5    5018.66    246.054    435250
45.6    5043.27    246.771    435000
45.7    5067.94    247.489    434750
45.8    5092.69    248.207    434500
45.9    5117.51    248.927    434250
46    5142.4    249.647    434000
46.1    5167.37    250.369    433750
46.2    5192.41    251.091    433500
46.3    5217.52    251.814    433250
46.4    5242.7    252.538    433000
46.5    5267.95    253.263    432750
46.6    5293.28    253.989    432500
46.7    5318.68    254.716    432250
46.8    5344.15    255.443    432000
46.9    5369.69    256.172    431750
47    5395.31    256.901    431500
47.1    5421    257.632    431250
47.2    5446.76    258.363    431000
47.3    5472.6    259.096    430750
47.4    5498.51    259.829    430500
47.5    5524.49    260.563    430250
47.6    5550.55    261.298    430000
47.7    5576.68    262.034    429750
47.8    5602.88    262.771    429500
47.9    5629.16    263.509    429250
48    5655.51    264.248    429000
48.1    5681.93    264.988    428750
48.2    5708.43    265.728    428500
48.3    5735    266.47    428250
48.4    5761.65    267.213    428000
48.5    5788.37    267.956    427750
48.6    5815.17    268.701    427500
48.7    5842.04    269.446    427250
48.8    5868.98    270.193    427000
48.9    5896    270.94    426750
49    5923.1    271.688    426500
49.1    5950.27    272.437    426250
49.2    5977.51    273.188    426000
49.3    6004.83    273.939    425750
49.4    6032.22    274.691    425500
49.5    6059.69    275.444    425250
49.6    6087.24    276.198    425000
49.7    6114.85    276.953    424750
49.8    6142.55    277.709    424500
49.9    6170.32    278.466    424250
50    6198.17    279.223    424000
50.1    6226.09    279.982    423750
50.2    6254.09    280.742    423500
50.3    6282.16    281.503    423250
50.4    6310.31    282.264    423000
50.5    6338.54    283.027    422750
50.6    6366.84    283.791    422500
50.7    6395.22    284.555    422250
50.8    6423.68    285.321    422000
50.9    6452.21    286.088    421750
51    6480.82    286.855    421500
51.1    6509.5    287.624    421250
51.2    6538.27    288.393    421000
51.3    6567.1    289.164    420750
51.4    6596.02    289.935    420500
51.5    6625.01    290.708    420250
51.6    6654.09    291.481    420000
51.7    6683.23    292.256    419750
51.8    6712.46    293.031    419500
51.9    6741.76    293.808    419250
52    6771.14    294.585    419000
52.1    6800.6    295.364    418750
52.2    6830.14    296.143    418500
52.3    6859.75    296.924    418250
52.4    6889.44    297.705    418000
52.5    6919.21    298.487    417750
52.6    6949.06    299.271    417500
52.7    6978.99    300.055    417250
52.8    7009    300.841    417000
52.9    7039.08    301.627    416750
53    7069.24    302.415    416500
53.1    7099.48    303.203    416250
53.2    7129.8    303.993    416000
53.3    7160.2    304.784    415750
53.4    7190.68    305.575    415500
53.5    7221.24    306.368    415250
53.6    7251.88    307.161    415000
53.7    7282.59    307.956    414750
53.8    7313.39    308.752    414500
53.9    7344.26    309.548    414250
54    7375.22    310.346    414000
54.1    7406.25    311.145    413750
54.2    7437.37    311.945    413500
54.3    7468.56    312.745    413250
54.4    7499.84    313.547    413000
54.5    7531.19    314.35    412750
54.6    7562.63    315.154    412500
54.7    7594.14    315.959    412250
54.8    7625.74    316.765    412000
54.9    7657.41    317.572    411750
55    7689.17    318.38    411500
55.1    7721.01    319.189    411250
55.2    7752.93    320    411000
55.3    7784.93    320.811    410750
55.4    7817.01    321.623    410500
55.5    7849.17    322.437    410250
55.6    7881.42    323.251    410000
55.7    7913.74    324.066    409750
55.8    7946.15    324.883    409500
55.9    7978.64    325.701    409250
56    8011.21    326.519    409000
56.1    8043.86    327.339    408750
56.2    8076.59    328.16    408500
56.3    8109.41    328.982    408250
56.4    8142.31    329.805    408000
56.5    8175.29    330.629    407750
56.6    8208.35    331.454    407500
56.7    8241.49    332.28    407250
56.8    8274.72    333.107    407000
56.9    8308.03    333.936    406750
57    8341.43    334.765    406500
57.1    8374.9    335.596    406250
57.2    8408.46    336.427    406000
57.3    8442.11    337.26    405750
57.4    8475.83    338.094    405500
57.5    8509.64    338.928    405250
57.6    8543.53    339.764    405000
57.7    8577.51    340.601    404750
57.8    8611.57    341.44    404500
57.9    8645.71    342.279    404250
58    8679.94    343.119    404000
58.1    8714.25    343.961    403750
58.2    8748.65    344.803    403500
58.3    8783.13    345.647    403250
58.4    8817.69    346.492    403000
58.5    8852.34    347.338    402750
58.6    8887.08    348.185    402500
58.7    8921.9    349.033    402250
58.8    8956.8    349.882    402000
58.9    8991.79    350.732    401750
59    9026.86    351.584    401500
59.1    9062.02    352.436    401250
59.2    9097.26    353.29    401000
59.3    9132.59    354.145    400750
59.4    9168.01    355.001    400500
59.5    9203.51    355.858    400250
59.6    9239.09    356.716    400000
59.7    9274.76    357.576    399750
59.8    9310.52    358.436    399500
59.9    9346.37    359.298    399250
60    9382.29    360.161    399000
60.1    9418.31    361.025    398750
60.2    9454.41    361.89    398500
60.3    9490.6    362.756    398250
60.4    9526.88    363.623    398000
60.5    9563.24    364.492    397750
60.6    9599.69    365.362    397500
60.7    9636.23    366.232    397250
60.8    9672.85    367.104    397000
60.9    9709.56    367.978    396750
61    9746.36    368.852    396500
61.1    9783.24    369.727    396250
61.2    9820.22    370.604    396000
61.3    9857.28    371.482    395750
61.4    9894.42    372.361    395500
61.5    9931.66    373.241    395250
61.6    9968.98    374.122    395000
61.7    10006.4    375.005    394750
61.8    10043.9    375.889    394500
61.9    10081.5    376.773    394250
62    10119.2    377.659    394000
62.1    10156.9    378.547    393750
62.2    10194.8    379.435    393500
62.3    10232.7    380.325    393250
62.4    10270.8    381.216    393000
62.5    10308.9    382.108    392750
62.6    10347.1    383.001    392500
62.7    10385.4    383.895    392250
62.8    10423.8    384.791    392000
62.9    10462.3    385.687    391750
63    10500.8    386.585    391500
63.1    10539.5    387.485    391250
63.2    10578.2    388.385    391000
63.3    10617.1    389.287    390750
63.4    10656    390.189    390500
63.5    10695    391.093    390250
63.6    10734.1    391.999    390000
63.7    10773.3    392.905    389750
63.8    10812.6    393.813    389500
63.9    10852    394.722    389250
64    10891.5    395.632    389000
64.1    10931    396.543    388750
64.2    10970.7    397.456    388500
64.3    11010.4    398.37    388250
64.4    11050.3    399.285    388000
64.5    11090.2    400.201    387750
64.6    11130.2    401.119    387500
64.7    11170.3    402.037    387250
64.8    11210.5    402.957    387000
64.9    11250.8    403.879    386750
65    11291.2    404.801    386500
65.1    11331.7    405.725    386250
65.2    11372.3    406.65    386000
65.3    11412.9    407.576    385750
65.4    11453.7    408.504    385500
65.5    11494.5    409.432    385250
65.6    11535.5    410.362    385000
65.7    11576.5    411.294    384750
65.8    11617.7    412.226    384500
65.9    11658.9    413.16    384250
66    11700.2    414.095    384000
66.1    11741.6    415.031    383750
66.2    11783.1    415.969    383500
66.3    11824.7    416.908    383250
66.4    11866.4    417.848    383000
66.5    11908.2    418.79    382750
66.6    11950.1    419.732    382500
66.7    11992    420.676    382250
66.8    12034.1    421.622    382000
66.9    12076.3    422.568    381750
67    12118.5    423.516    381500
67.1    12160.9    424.465    381250
67.2    12203.3    425.416    381000
67.3    12245.9    426.368    380750
67.4    12288.5    427.321    380500
67.5    12331.2    428.275    380250
67.6    12374.1    429.231    380000
67.7    12417    430.188    379750
67.8    12460    431.146    379500
67.9    12503.1    432.106    379250
68    12546.3    433.067    379000
68.1    12589.6    434.029    378750
68.2    12633    434.993    378500
68.3    12676.5    435.958    378250
68.4    12720.1    436.924    378000
68.5    12763.8    437.891    377750
68.6    12807.6    438.86    377500
68.7    12851.5    439.83    377250
68.8    12895.5    440.802    377000
68.9    12939.6    441.775    376750
69    12983.7    442.749    376500
69.1    13028    443.725    376250
69.2    13072.4    444.702    376000
69.3    13116.9    445.68    375750
69.4    13161.4    446.659    375500
69.5    13206.1    447.64    375250
69.6    13250.9    448.623    375000
69.7    13295.7    449.606    374750
69.8    13340.7    450.591    374500
69.9    13385.7    451.578    374250
70    13430.9    452.565    374000
70.1    13476.1    453.554    373750
70.2    13521.5    454.545    373500
70.3    13567    455.537    373250
70.4    13612.5    456.53    373000
70.5    13658.2    457.525    372750
70.6    13703.9    458.521    372500
70.7    13749.8    459.518    372250
70.8    13795.7    460.517    372000
70.9    13841.8    461.517    371750
71    13887.9    462.518    371500
71.1    13934.2    463.521    371250
71.2    13980.5    464.525    371000
71.3    14027    465.531    370750
71.4    14073.5    466.538    370500
71.5    14120.2    467.546    370250
71.6    14166.9    468.556    370000
71.7    14213.8    469.567    369750
71.8    14260.8    470.58    369500
71.9    14307.8    471.594    369250
72    14355    472.61    369000
72.1    14402.2    473.627    368750
72.2    14449.6    474.645    368500
72.3    14497.1    475.665    368250
72.4    14544.6    476.686    368000
72.5    14592.3    477.708    367750
72.6    14640.1    478.732    367500
72.7    14687.9    479.758    367250
72.8    14735.9    480.785    367000
72.9    14784    481.813    366750
73    14832.2    482.843    366500
73.1    14880.5    483.874    366250
73.2    14928.8    484.906    366000
73.3    14977.3    485.94    365750
73.4    15025.9    486.976    365500
73.5    15074.6    488.013    365250
73.6    15123.4    489.051    365000
73.7    15172.3    490.091    364750
73.8    15221.3    491.132    364500
73.9    15270.5    492.175    364250
74    15319.7    493.219    364000
74.1    15369    494.265    363750
74.2    15418.4    495.312    363500
74.3    15468    496.36    363250
74.4    15517.6    497.411    363000
74.5    15567.3    498.462    362750
74.6    15617.2    499.515    362500
74.7    15667.1    500.57    362250
74.8    15717.2    501.626    362000
74.9    15767.3    502.683    361750
75    15817.6    503.742    361500
75.1    15868    504.802    361250
75.2    15918.5    505.864    361000
75.3    15969.1    506.928    360750
75.4    16019.8    507.993    360500
75.5    16070.6    509.059    360250
75.6    16121.5    510.127    360000
75.7    16172.5    511.196    359750
75.8    16223.6    512.267    359500
75.9    16274.8    513.34    359250
76    16326.1    514.414    359000
76.1    16377.6    515.489    358750
76.2    16429.1    516.566    358500
76.3    16480.8    517.644    358250
76.4    16532.6    518.724    358000
76.5    16584.4    519.806    357750
76.6    16636.4    520.889    357500
76.7    16688.5    521.974    357250
76.8    16740.7    523.06    357000
76.9    16793    524.147    356750
77    16845.4    525.237    356500
77.1    16897.9    526.327    356250
77.2    16950.6    527.42    356000
77.3    17003.3    528.513    355750
77.4    17056.2    529.609    355500
77.5    17109.1    530.706    355250
77.6    17162.2    531.804    355000
77.7    17215.4    532.904    354750
77.8    17268.7    534.006    354500
77.9    17322.1    535.109    354250
78    17375.6    536.213    354000
78.1    17429.2    537.32    353750
78.2    17482.9    538.428    353500
78.3    17536.8    539.537    353250
78.4    17590.7    540.648    353000
78.5    17644.8    541.76    352750
78.6    17699    542.875    352500
78.7    17753.3    543.99    352250
78.8    17807.7    545.108    352000
78.9    17862.2    546.226    351750
79    17916.8    547.347    351500
79.1    17971.5    548.469    351250
79.2    18026.4    549.593    351000
79.3    18081.3    550.718    350750
79.4    18136.4    551.845    350500
79.5    18191.6    552.973    350250
79.6    18246.9    554.103    350000
79.7    18302.3    555.235    349750
79.8    18357.8    556.368    349500
79.9    18413.5    557.503    349250
80    18469.2    558.639    349000
80.1    18525.1    559.778    348750
80.2    18581.1    560.917    348500
80.3    18637.1    562.059    348250
80.4    18693.3    563.202    348000
80.5    18749.7    564.346    347750
80.6    18806.1    565.493    347500
80.7    18862.7    566.64    347250
80.8    18919.3    567.79    347000
80.9    18976.1    568.941    346750
81    19033    570.094    346500
81.1    19090    571.248    346250
81.2    19147.1    572.404    346000
81.3    19204.4    573.562    345750
81.4    19261.7    574.722    345500
81.5    19319.2    575.883    345250
81.6    19376.8    577.045    345000
81.7    19434.5    578.21    344750
81.8    19492.3    579.376    344500
81.9    19550.2    580.543    344250
82    19608.3    581.713    344000
82.1    19666.5    582.884    343750
82.2    19724.8    584.057    343500
82.3    19783.2    585.231    343250
82.4    19841.7    586.407    343000
82.5    19900.3    587.585    342750
82.6    19959.1    588.764    342500
82.7    20018    589.945    342250
82.8    20077    591.128    342000
82.9    20136.1    592.313    341750
83    20195.3    593.499    341500
83.1    20254.7    594.687    341250
83.2    20314.1    595.877    341000
83.3    20373.7    597.068    340750
83.4    20433.4    598.261    340500
83.5    20493.2    599.456    340250
83.6    20553.2    600.652    340000
83.7    20613.3    601.85    339750
83.8    20673.4    603.05    339500
83.9    20733.7    604.252    339250
84    20794.2    605.455    339000
84.1    20854.7    606.66    338750
84.2    20915.4    607.867    338500
84.3    20976.2    609.076    338250
84.4    21037.1    610.286    338000
84.5    21098.1    611.498    337750
84.6    21159.3    612.712    337500
84.7    21220.5    613.927    337250
